80.00	100.00	100.00	80.00	60.00	100.00	40.00	60.00	100.00	100.00	40.00	100.00	80.00	40.00	100.00	40.00	100.00	60.00	0.00	0.00	0.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	60.00	40.00	0.00	0.00	0.00	0.00	20.00	40.00	0.00	0.00	40.00	0.00	100.00	80.00	80.00	20.00	60.00	60.00	80.00	40.00	0.00	80.00	100.00	40.00	40.00	20.00	40.00	40.00	20.00	40.00	0.00	0.00	0.00	0.00	40.00	40.00	0.00	20.00	20.00	20.00	60.00	0.00	40.00	40.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	80.00	80.00	60.00	100.00	20.00	20.00	0.00	0.00	0.00	60.00	40.00	0.00	20.00	20.00	20.00	20.00	20.00	80.00	20.00	40.00	40.00	80.00	40.00	20.00	40.00	20.00	0.00	0.00	0.00	0.00	0.00	
80.00	100.00	100.00	80.00	80.00	60.00	100.00	100.00	80.00	80.00	60.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	60.00	100.00	40.00	40.00	0.00	20.00	40.00	100.00	100.00	80.00	80.00	60.00	20.00	0.00	0.00	60.00	0.00	20.00	40.00	60.00	20.00	0.00	20.00	80.00	40.00	80.00	80.00	100.00	20.00	40.00	40.00	40.00	80.00	20.00	80.00	60.00	20.00	80.00	80.00	80.00	100.00	100.00	80.00	100.00	100.00	100.00	80.00	100.00	100.00	100.00	100.00	80.00	60.00	100.00	100.00	80.00	100.00	100.00	100.00	100.00	100.00	80.00	60.00	40.00	100.00	100.00	100.00	100.00	100.00	80.00	0.00	20.00	60.00	60.00	40.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	
0.00	0.00	20.00	0.00	0.00	0.00	0.00	60.00	0.00	20.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	0.00	0.00	20.00	0.00	20.00	80.00	60.00	40.00	20.00	0.00	20.00	20.00	40.00	0.00	0.00	80.00	0.00	20.00	40.00	0.00	60.00	20.00	20.00	40.00	20.00	40.00	20.00	20.00	0.00	40.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	40.00	0.00	0.00	20.00	80.00	40.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
80.00	100.00	100.00	80.00	100.00	80.00	60.00	100.00	100.00	100.00	40.00	100.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	100.00	80.00	100.00	80.00	80.00	60.00	80.00	80.00	20.00	0.00	0.00	20.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	40.00	80.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00	60.00	60.00	100.00	80.00	100.00	100.00	100.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	40.00	100.00	80.00	100.00	80.00	100.00	100.00	80.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	100.00	100.00	100.00	60.00	40.00	80.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	
40.00	40.00	20.00	0.00	60.00	80.00	100.00	100.00	80.00	100.00	60.00	60.00	100.00	80.00	80.00	80.00	80.00	80.00	80.00	100.00	100.00	100.00	80.00	40.00	100.00	60.00	100.00	60.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	80.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	20.00	60.00	40.00	80.00	60.00	0.00	
80.00	60.00	100.00	80.00	20.00	40.00	20.00	40.00	0.00	100.00	60.00	80.00	60.00	80.00	80.00	60.00	40.00	100.00	100.00	60.00	80.00	40.00	60.00	100.00	80.00	100.00	100.00	20.00	20.00	100.00	60.00	80.00	80.00	100.00	100.00	100.00	20.00	20.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	100.00	100.00	80.00	80.00	80.00	80.00	100.00	80.00	100.00	60.00	100.00	40.00	60.00	80.00	80.00	100.00	40.00	40.00	0.00	0.00	0.00	
0.00	60.00	100.00	100.00	20.00	20.00	100.00	100.00	100.00	80.00	80.00	100.00	100.00	100.00	100.00	80.00	100.00	80.00	80.00	100.00	40.00	60.00	60.00	20.00	0.00	20.00	0.00	0.00	20.00	0.00	40.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	40.00	100.00	20.00	0.00	0.00	0.00	40.00	40.00	80.00	40.00	80.00	100.00	80.00	60.00	100.00	60.00	100.00	100.00	80.00	80.00	100.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	60.00	100.00	80.00	60.00	80.00	20.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	80.00	100.00	100.00	100.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	20.00	0.00	40.00	40.00	0.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	100.00	60.00	60.00	20.00	0.00	0.00	80.00	80.00	80.00	80.00	100.00	60.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	
80.00	100.00	0.00	40.00	100.00	100.00	0.00	0.00	20.00	0.00	20.00	20.00	0.00	20.00	20.00	20.00	40.00	60.00	100.00	60.00	80.00	100.00	80.00	80.00	80.00	100.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.00	80.00	40.00	0.00	40.00	20.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	40.00	60.00	40.00	60.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	20.00	0.00	20.00	40.00	20.00	60.00	0.00	20.00	40.00	80.00	40.00	60.00	80.00	60.00	0.00	20.00	60.00	100.00	80.00	20.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.00	80.00	60.00	0.00	40.00	80.00	40.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.00	80.00	40.00	60.00	60.00	60.00	60.00	80.00	80.00	80.00	100.00	80.00	100.00	100.00	100.00	60.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	40.00	100.00	80.00	100.00	60.00	60.00	40.00	80.00	40.00	40.00	40.00	100.00	40.00	0.00	0.00	0.00	0.00	20.00	100.00	80.00	100.00	100.00	80.00	80.00	100.00	100.00	
80.00	80.00	100.00	80.00	100.00	40.00	100.00	100.00	80.00	80.00	80.00	100.00	40.00	40.00	80.00	20.00	40.00	80.00	100.00	100.00	60.00	60.00	80.00	100.00	100.00	100.00	80.00	100.00	100.00	80.00	100.00	100.00	100.00	100.00	80.00	100.00	100.00	80.00	40.00	40.00	60.00	0.00	40.00	100.00	80.00	100.00	100.00	100.00	100.00	60.00	100.00	80.00	80.00	60.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	80.00	80.00	100.00	100.00	100.00	100.00	100.00	100.00	80.00	100.00	100.00	60.00	100.00	100.00	100.00	100.00	80.00	100.00	100.00	100.00	100.00	80.00	80.00	100.00	100.00	80.00	80.00	100.00	100.00	80.00	40.00	60.00	100.00	80.00	80.00	40.00	20.00	0.00	
60.00	80.00	20.00	40.00	40.00	20.00	60.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	60.00	20.00	40.00	40.00	0.00	60.00	60.00	60.00	40.00	80.00	60.00	20.00	0.00	0.00	40.00	40.00	40.00	40.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	40.00	40.00	40.00	20.00	20.00	0.00	0.00	20.00	40.00	20.00	0.00	20.00	100.00	0.00	20.00	40.00	40.00	100.00	40.00	20.00	20.00	60.00	60.00	20.00	40.00	0.00	0.00	0.00	60.00	40.00	100.00	100.00	80.00	40.00	40.00	80.00	60.00	60.00	40.00	40.00	80.00	60.00	0.00	20.00	0.00	40.00	60.00	0.00	20.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	
